	PGE1	PGE2	15-keto PGE2	13,14dh-15k-PGE2	PGA2	PGE3	PGD2	PGJ2	D12-PGJ2	13,14dh-15k-PGD2	PGF1a	PGF2a	15-keto PGF2a	8-isoPGF2a & 11bPGF2a	6kPGF1a	TXB2	2,3-dinor TXB2	LTB4	5(S),12(S)-DiHETE	5(S),15(S)-DiHETE	9-HODE	13-HODE	9(S)-HOTrE	13(S)-HOTrE	11(R)-HEDE	15(S)-HEDE	8(S)-HETrE	5(S)-HETrE	5-HETE	8-HETE	11-HETE	12-HETE	15-HETE	tetranor 12-HETE	12(S)-HHTrE	5-HEPE	8-HEPE	9-HEPE	11-HEPE	12-HEPE	15(S)-HEPE	18-HEPE	4-HDoHE	7-HDoHE	8-HDoHE	10-HDoHE	11-HDoHE	13-HDoHE	14-HDoHE	16-HDoHE	17-HDoHE	20-HDoHE	9(10)-EpOME	12(13)-EpOME	5(6)-EpETrE	11(12)-EpETrE	14(15)-EpETrE	17(18)-EpETE	7(8)-EpDPE	10(11)-EpDPE	13(14)-EpDPE	16(17)-EpDPE	19(20)-EpDPE	9,10-DiHOME	12,13-DiHOME	8,9-DiHETrE	11,12-DiHETrE	14,15-DiHETrE	19,20-DiHDoPE	9-OxoODE	13-OxoODE	9-OxoOTrE	15-OxoEDE	5-oxoETE	15-OxoETE	LXA4	AT-RvD3	RvD6 (4,17-DiHDoHE)	PD1	10S,17S-DiHDoHE
10(11)-EpDPE	0.0	0.0	0.0	0.0	0.8045977011494253	0.0	0.0	0.9252873563218391	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.9252873563218391	0.4655172413793103	0.0	0.022988505747126436	0.1206896551724138	0.8850574712643678	0.0	0.0	0.0	0.06321839080459771	0.022988505747126436	0.9252873563218391	0.0	0.0	0.05172413793103448	0.8563218390804598	0.9195402298850575	0.8160919540229884	0.540229885057471	0.0	0.0	0.0	0.0	0.022988505747126436	0.0	0.022988505747126436	0.0	0.0	0.0	0.0	0.0	0.05747126436781609	0.0	0.0	0.9195402298850575	0.0	0.9252873563218391	0.0	0.0	0.0	0.005747126436781609	0.011494252873563218	0.0	0.0	0.8333333333333334	1.0	0.8908045977011494	0.8448275862068964	0.05172413793103448	0.0	0.0	0.5977011494252871	0.0	0.9252873563218391	0.022988505747126436	0.0	0.0	0.0	0.0	0.0	0.0	0.896551724137931	0.9252873563218391	0.0	0.31034482758620696	0.0
13(14)-EpDPE	0.0	0.0	0.0	0.0	0.8160919540229884	0.0	0.0	0.9482758620689655	0.0	0.0	0.011494252873563218	0.0	0.0	0.0	0.9482758620689655	0.47126436781609177	0.0	0.04022988505747122	0.14367816091954022	0.9195402298850575	0.0	0.0	0.0	0.05172413793103448	0.04022988505747122	0.9482758620689655	0.0	0.0	0.0	0.8505747126436781	0.9425287356321839	0.8160919540229884	0.5172413793103444	0.0	0.0	0.0	0.0	0.04022988505747122	0.0	0.04022988505747122	0.005747126436781609	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.9425287356321839	0.0	0.9482758620689655	0.0	0.0	0.0	0.005747126436781609	0.022988505747126423	0.0	0.0	0.7931034482758621	0.8908045977011494	1.0	0.867816091954023	0.0	0.0	0.0	0.6149425287356325	0.0	0.9425287356321839	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.896551724137931	0.9482758620689655	0.0	0.31034482758620696	0.0
16(17)-EpDPE	0.0	0.0	0.0	0.0	0.8793103448275862	0.08045977011494253	0.0	0.9195402298850575	0.0	0.08045977011494253	0.0	0.0	0.0	0.07471264367816091	0.9195402298850575	0.557471264367816	0.0	0.0	0.08045977011494254	0.8505747126436783	0.0	0.08045977011494253	0.0	0.14367816091954025	0.0	0.9195402298850575	0.0	0.0	0.0	0.8218390804597702	0.9137931034482759	0.7528735632183908	0.4827586206896552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.07471264367816091	0.08045977011494253	0.9137931034482759	0.0	0.9195402298850575	0.0	0.0	0.0	0.005747126436781609	0.0	0.08045977011494253	0.011494252873563218	0.7586206896551726	0.8448275862068964	0.867816091954023	1.0	0.0	0.0	0.0	0.7068965517241382	0.0	0.9080459770114943	0.017241379310344824	0.0	0.0	0.0	0.0	0.0	0.0	0.8735632183908046	0.9195402298850575	0.0	0.40229885057471265	0.08045977011494253
19(20)-EpDPE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.22413793103448268	0.011494252873563218	0.06896551724137932	0.005747126436781609	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.9597701149425287	0.08620689655172417	0.005747126436781609	0.06321839080459775	0.33333333333333315	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.9252873563218391	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.19540229885057472	0.005747126436781609	0.0	0.0	0.16666666666666657	0.05172413793103448	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.2701149425287356	0.0	0.0	0.0	0.0	0.0	0.0	0.045977011494252894	0.0	0.0	0.005747126436781609	0.0
9,10-DiHOME	0.7356321839080459	0.9770114942528736	0.0	0.20689655172413793	0.0	0.0	0.0	0.0	0.9482758620689655	0.0	0.0	0.022988505747126436	0.9655172413793104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9310344827586207	0.5	0.18390804597701138	0.011494252873563218	0.0	0.0	0.0	0.01724137931034482	0.09195402298850577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	1.0	0.6149425287356318	0.0	0.0	0.0	0.0	0.12068965517241388	0.0	0.0	0.7643678160919538	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.0
12,13-DiHOME	0.5344827586206902	0.6321839080459767	0.05747126436781609	0.5114942528735632	0.0	0.0	0.03448275862068965	0.0	0.6034482758620686	0.0	0.0	0.28735632183908033	0.6379310344827585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15517241379310345	0.0	0.24137931034482754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.574712643678161	0.2643678160919541	0.48850574712643663	0.005747126436781609	0.0	0.0	0.0	0.0	0.41954022988505746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03448275862068965	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.6149425287356318	1.0	0.0	0.0	0.0	0.0	0.4482758620689655	0.07471264367816093	0.02298850574712643	0.4540229885057471	0.0	0.03448275862068965	0.0	0.0	0.3505747126436782	0.0	0.0
8,9-DiHETrE	0.0	0.0	0.0	0.0	0.7241379310344829	0.36206896551724144	0.0	0.6379310344827586	0.0	0.36206896551724144	0.0	0.0	0.0	0.35057471264367834	0.6379310344827586	0.7471264367816092	0.0	0.0	0.06321839080459775	0.5919540229885059	0.0	0.36206896551724144	0.0	0.41379310344827586	0.0	0.6379310344827586	0.0	0.0	0.0	0.5689655172413792	0.632183908045977	0.5229885057471266	0.34482758620689646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.35057471264367807	0.36206896551724144	0.6379310344827586	0.0	0.6379310344827586	0.0	0.0	0.0	0.017241379310344824	0.0	0.36206896551724144	0.05747126436781609	0.5402298850574714	0.5977011494252871	0.6149425287356325	0.7068965517241382	0.0	0.0	0.0	1.0	0.0	0.632183908045977	0.017241379310344824	0.0	0.0	0.0	0.0	0.0	0.0	0.6091954022988509	0.6379310344827586	0.0	0.6091954022988504	0.35632183908045995
11,12-DiHETrE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.9885057471264368	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.005747126436781609	0.0	0.9712643678160919	0.0	0.9942528735632183	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8620689655172413	0.9827586206896551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14,15-DiHETrE	0.0	0.0	0.0	0.0	0.8563218390804598	0.0	0.0	0.9885057471264368	0.0	0.0	0.0	0.0	0.0	0.0	0.9885057471264368	0.48850574712643646	0.0	0.0	0.10344827586206896	0.9195402298850575	0.0	0.0	0.0	0.06321839080459771	0.0	0.9885057471264368	0.0	0.0	0.0	0.8850574712643678	0.9827586206896551	0.8275862068965516	0.5344827586206897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.9827586206896551	0.0	0.9885057471264368	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.8218390804597703	0.9252873563218391	0.9425287356321839	0.9080459770114943	0.0	0.0	0.0	0.632183908045977	0.0	1.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.9367816091954023	0.9885057471264368	0.0	0.3160919540229885	0.0
19,20-DiHDoPE	0.0	0.0	0.0	0.0	0.011494252873563218	0.005747126436781609	0.0	0.011494252873563218	0.0	0.005747126436781609	0.0	0.0	0.0	0.011494252873563218	0.011494252873563218	0.011494252873563218	0.9252873563218391	0.0	0.0	0.011494252873563218	0.0	0.005747126436781609	0.0	0.011494252873563218	0.0	0.011494252873563218	0.0	0.0	0.2758620689655172	0.04022988505747127	0.011494252873563218	0.028735632183908046	0.2988505747126437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22988505747126436	0.022988505747126436	0.005747126436781609	0.011494252873563218	0.0	0.011494252873563218	0.0	0.0	0.0	0.8678160919540229	0.0	0.005747126436781609	0.47126436781609193	0.03448275862068965	0.022988505747126436	0.011494252873563218	0.017241379310344824	0.2701149425287356	0.0	0.0	0.017241379310344824	0.0	0.011494252873563218	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04022988505747126	0.011494252873563218	0.0	0.05172413793103448	0.011494252873563218
9-OxoODE	0.1264367816091955	0.13793103448275867	0.1379310344827586	0.8793103448275861	0.0	0.0	0.02298850574712643	0.0	0.1379310344827586	0.0	0.0	0.6839080459770114	0.14367816091954028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4367816091954025	0.0	0.6551724137931036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12068965517241381	0.05172413793103448	0.8793103448275861	0.011494252873563218	0.0	0.0	0.0	0.0	0.8793103448275862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16091954022988508	0.0	0.0	0.06321839080459775	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12068965517241388	0.4482758620689655	0.0	0.0	0.0	0.0	1.0	0.1896551724137931	0.09195402298850572	0.09195402298850579	0.0	0.01724137931034482	0.0	0.0	0.8620689655172411	0.0	0.0
13-OxoODE	0.0862068965517242	0.0	0.8563218390804598	0.13218390804597704	0.0	0.0	0.7471264367816092	0.0	0.0	0.0	0.0	0.47701149425287365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7126436781609194	0.0	0.25862068965517243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1379310344827586	0.0	0.0	0.0	0.0	0.0	0.20689655172413793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21839080459770144	0.0	0.0	0.022988505747126436	0.0	0.0	0.0	0.0	0.10344827586206888	0.0	0.0	0.0	0.0	0.0	0.0	0.07471264367816093	0.0	0.0	0.0	0.0	0.1896551724137931	1.0	0.10919540229885058	0.0	0.0	0.7758620689655172	0.0	0.0	0.293103448275862	0.0	0.0
9-OxoOTrE	0.0	0.0	0.11494252873563227	0.08045977011494254	0.0	0.0	0.011494252873563218	0.0	0.0	0.0	0.12068965517241381	0.12068965517241376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1264367816091955	0.0	0.3448275862068964	0.0	0.0	0.0	0.8620689655172413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08620689655172421	0.0	0.0	0.0	0.0	0.0	0.13218390804597704	0.8620689655172413	0.8620689655172413	0.8620689655172413	0.0	0.0	0.0	0.0	0.8103448275862071	0.0	0.8620689655172413	0.0689655172413793	0.0	0.0	0.1379310344827586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02298850574712643	0.0	0.0	0.0	0.0	0.09195402298850572	0.10919540229885058	1.0	0.0	0.8620689655172413	0.005747126436781609	0.0	0.0	0.13218390804597704	0.0	0.0
15-OxoEDE	0.5517241379310346	0.7586206896551724	0.0	0.16666666666666677	0.0	0.0	0.0	0.0	0.7701149425287356	0.0	0.0	0.022988505747126436	0.7586206896551724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.7586206896551723	0.6609195402298849	0.14942528735632196	0.011494252873563218	0.0	0.0	0.0	0.20689655172413793	0.08620689655172425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7643678160919538	0.4540229885057471	0.0	0.005747126436781609	0.0	0.0	0.09195402298850579	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.0
5-oxoETE	0.0	0.0	0.028735632183908046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.206896551724138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22988505747126436	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.7298850574712644	0.0	1.0	0.04597701149425287	0.0	0.0	0.21839080459770124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8620689655172413	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
15-OxoETE	0.17241379310344837	0.0	0.8103448275862069	0.0	0.0	0.0	0.9482758620689655	0.0	0.0	0.0	0.0	0.27586206896551746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5287356321839085	0.0	0.04022988505747129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07471264367816088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24137931034482743	0.0	0.0	0.0	0.0	0.0	0.0	0.03448275862068965	0.0	0.0	0.0	0.0	0.01724137931034482	0.7758620689655172	0.005747126436781609	0.0	0.0	1.0	0.0	0.0	0.08045977011494258	0.0	0.0
LXA4	0.0	0.0	0.0	0.0	0.8275862068965517	0.0	0.0	0.9482758620689655	0.0	0.0	0.0	0.0	0.0	0.0	0.9482758620689655	0.4597701149425287	0.017241379310344827	0.0	0.09195402298850577	0.8735632183908046	0.0	0.0	0.0	0.06321839080459771	0.0	0.9482758620689655	0.0	0.0	0.045977011494252894	0.8793103448275862	0.9425287356321839	0.8103448275862069	0.5689655172413791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0517241379310345	0.0	0.0	0.9540229885057471	0.0	0.9482758620689655	0.0	0.0	0.0	0.02298850574712643	0.0	0.0	0.0	0.8218390804597702	0.896551724137931	0.896551724137931	0.8735632183908046	0.045977011494252894	0.0	0.0	0.6091954022988509	0.0	0.9367816091954023	0.04022988505747126	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9482758620689655	0.0	0.31034482758620696	0.0
AT-RvD3	0.0	0.0	0.0	0.0	0.867816091954023	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.48850574712643646	0.0	0.0	0.10344827586206896	0.9252873563218391	0.0	0.0	0.0	0.06321839080459771	0.0	1.0	0.0	0.0	0.0	0.896551724137931	0.9942528735632183	0.8275862068965516	0.5459770114942526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.9942528735632183	0.0	1.0	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.8275862068965517	0.9252873563218391	0.9482758620689655	0.9195402298850575	0.0	0.0	0.0	0.6379310344827586	0.0	0.9885057471264368	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.9482758620689655	1.0	0.0	0.32183908045977033	0.0
RvD6 (4,17-DiHDoHE)	0.01724137931034482	0.01724137931034482	0.2183908045977013	0.7873563218390804	0.0	0.0	0.08620689655172425	0.0	0.02298850574712643	0.0	0.0	0.7528735632183908	0.022988505747126436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5459770114942526	0.0	0.7471264367816094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.005747126436781609	0.8160919540229885	0.005747126436781609	0.0	0.0	0.0	0.0	0.8793103448275862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21839080459770116	0.0	0.0	0.08045977011494258	0.011494252873563218	0.0	0.0	0.0	0.005747126436781609	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.3505747126436782	0.0	0.0	0.0	0.0	0.8620689655172411	0.293103448275862	0.13218390804597704	0.011494252873563218	0.0	0.08045977011494258	0.0	0.0	1.0	0.0	0.0
PD1	0.0	0.0	0.0	0.0	0.4482758620689655	0.6264367816091954	0.0	0.32183908045977033	0.0	0.6379310344827583	0.0	0.0	0.0	0.6206896551724139	0.32183908045977033	0.6666666666666672	0.03448275862068965	0.0	0.028735632183908046	0.293103448275862	0.0	0.6379310344827583	0.0	0.6781609195402297	0.0	0.32183908045977033	0.0	0.0	0.005747126436781609	0.28735632183908055	0.3160919540229885	0.25862068965517243	0.1896551724137931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747126436781609	0.6206896551724136	0.6379310344827583	0.32183908045977033	0.0	0.32183908045977033	0.0	0.0	0.0	0.05172413793103448	0.0	0.6379310344827583	0.103448275862069	0.2701149425287355	0.31034482758620696	0.31034482758620696	0.40229885057471265	0.005747126436781609	0.0	0.0	0.6091954022988504	0.0	0.3160919540229885	0.05172413793103448	0.0	0.0	0.0	0.0	0.0	0.0	0.31034482758620696	0.32183908045977033	0.0	1.0	0.6321839080459771
10S,17S-DiHDoHE	0.0	0.0	0.0	0.0	0.12643678160919541	0.9712643678160919	0.0	0.0	0.0	0.9942528735632183	0.0	0.0	0.0	0.9770114942528736	0.0	0.5057471264367817	0.005747126436781609	0.0	0.0	0.0	0.0	0.9942528735632183	0.0	0.9310344827586207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9655172413793104	0.9942528735632183	0.0	0.0	0.0	0.0	0.0	0.0	0.03448275862068965	0.0	0.9942528735632183	0.12643678160919544	0.0	0.0	0.0	0.08045977011494253	0.0	0.0	0.0	0.35632183908045995	0.0	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6321839080459771	1.0
